datetime,Average Tone,entity
2023-05-03 00:00:00+00:00,-2.8372,Trump
2023-05-04 00:00:00+00:00,-3.4234,Trump
2023-05-05 00:00:00+00:00,-3.1721,Trump
2023-05-06 00:00:00+00:00,-3.6287,Trump
2023-05-07 00:00:00+00:00,-2.1481,Trump
2023-05-08 00:00:00+00:00,-2.8881,Trump
2023-05-09 00:00:00+00:00,-3.7032,Trump
2023-05-10 00:00:00+00:00,-4.0304,Trump
2023-05-11 00:00:00+00:00,-3.6918,Trump
2023-05-12 00:00:00+00:00,-3.4528,Trump
2023-05-13 00:00:00+00:00,-2.6046,Trump
2023-05-14 00:00:00+00:00,-2.2366,Trump
2023-05-15 00:00:00+00:00,-2.4162,Trump
2023-05-16 00:00:00+00:00,-2.5661,Trump
2023-05-17 00:00:00+00:00,-2.2723,Trump
2023-05-18 00:00:00+00:00,-2.5107,Trump
2023-05-19 00:00:00+00:00,-2.4837,Trump
2023-05-20 00:00:00+00:00,-2.1533,Trump
2023-05-21 00:00:00+00:00,-2.3017,Trump
2023-05-22 00:00:00+00:00,-2.1996,Trump
2023-05-23 00:00:00+00:00,-2.5247,Trump
2023-05-24 00:00:00+00:00,-2.2999,Trump
2023-05-25 00:00:00+00:00,-2.878,Trump
2023-05-26 00:00:00+00:00,-2.9981,Trump
2023-05-27 00:00:00+00:00,-3.4207,Trump
2023-05-28 00:00:00+00:00,-3.0455,Trump
2023-05-29 00:00:00+00:00,-2.1396,Trump
2023-05-30 00:00:00+00:00,-3.0501,Trump
2023-05-31 00:00:00+00:00,-2.2568,Trump
2023-06-01 00:00:00+00:00,-2.3626,Trump
2023-06-02 00:00:00+00:00,-2.2642,Trump
2023-06-03 00:00:00+00:00,-2.2527,Trump
2023-06-04 00:00:00+00:00,-1.9318,Trump
2023-06-05 00:00:00+00:00,-1.6967,Trump
2023-06-06 00:00:00+00:00,-2.5505,Trump
2023-06-07 00:00:00+00:00,-2.3584,Trump
2023-06-08 00:00:00+00:00,-2.4099,Trump
2023-06-09 00:00:00+00:00,-3.9544,Trump
2023-06-10 00:00:00+00:00,-3.6201,Trump
2023-06-11 00:00:00+00:00,-2.8329,Trump
2023-06-12 00:00:00+00:00,-2.6656,Trump
2023-06-13 00:00:00+00:00,-3.539,Trump
2023-06-14 00:00:00+00:00,-3.6847,Trump
2023-06-15 00:00:00+00:00,-3.0955,Trump
2023-06-16 00:00:00+00:00,-2.8871,Trump
2023-06-17 00:00:00+00:00,-2.6381,Trump
2023-06-18 00:00:00+00:00,-1.9905,Trump
2023-06-19 00:00:00+00:00,-2.3576,Trump
2023-06-20 00:00:00+00:00,-3.675,Trump
2023-06-21 00:00:00+00:00,-3.1226,Trump
2023-06-22 00:00:00+00:00,-3.132,Trump
2023-06-23 00:00:00+00:00,-2.8941,Trump
2023-06-24 00:00:00+00:00,-3.5963,Trump
2023-06-25 00:00:00+00:00,-2.7316,Trump
2023-06-26 00:00:00+00:00,-2.3316,Trump
2023-06-27 00:00:00+00:00,-2.9211,Trump
2023-06-28 00:00:00+00:00,-2.8128,Trump
2023-06-29 00:00:00+00:00,-2.1294,Trump
2023-06-30 00:00:00+00:00,-2.3275,Trump
2023-07-01 00:00:00+00:00,-2.3994,Trump
2023-07-02 00:00:00+00:00,-1.4797,Trump
2023-07-03 00:00:00+00:00,-1.6774,Trump
2023-07-04 00:00:00+00:00,-1.7412,Trump
2023-07-05 00:00:00+00:00,-2.3558,Trump
2023-07-06 00:00:00+00:00,-2.4463,Trump
2023-07-07 00:00:00+00:00,-3.1267,Trump
2023-07-08 00:00:00+00:00,-2.1989,Trump
2023-07-09 00:00:00+00:00,-1.8312,Trump
2023-07-10 00:00:00+00:00,-1.5404,Trump
2023-07-11 00:00:00+00:00,-2.5381,Trump
2023-07-12 00:00:00+00:00,-3.029,Trump
2023-07-13 00:00:00+00:00,-2.6407,Trump
2023-07-14 00:00:00+00:00,-2.557,Trump
2023-07-15 00:00:00+00:00,-2.3091,Trump
2023-07-16 00:00:00+00:00,-0.8682,Trump
2023-07-17 00:00:00+00:00,-1.7904,Trump
2023-07-18 00:00:00+00:00,-3.1061,Trump
2023-07-19 00:00:00+00:00,-3.472,Trump
2023-07-20 00:00:00+00:00,-2.6352,Trump
2023-07-21 00:00:00+00:00,-3.2285,Trump
2023-07-22 00:00:00+00:00,-2.3425,Trump
2023-07-23 00:00:00+00:00,-2.3958,Trump
2023-07-24 00:00:00+00:00,-2.2272,Trump
2023-07-25 00:00:00+00:00,-2.6598,Trump
2023-07-26 00:00:00+00:00,-3.7186,Trump
2023-07-27 00:00:00+00:00,-2.94,Trump
2023-07-28 00:00:00+00:00,-3.7733,Trump
2023-07-29 00:00:00+00:00,-2.9536,Trump
2023-07-30 00:00:00+00:00,-3.0448,Trump
2023-07-31 00:00:00+00:00,-3.1479,Trump
2023-08-01 00:00:00+00:00,-4.139,Trump
2023-08-02 00:00:00+00:00,-5.8164,Trump
2023-08-03 00:00:00+00:00,-4.695,Trump
2023-08-04 00:00:00+00:00,-4.0849,Trump
2023-08-05 00:00:00+00:00,-3.9355,Trump
2023-08-06 00:00:00+00:00,-3.4789,Trump
2023-08-07 00:00:00+00:00,-3.4702,Trump
2023-08-08 00:00:00+00:00,-3.0092,Trump
2023-08-09 00:00:00+00:00,-2.9699,Trump
2023-08-10 00:00:00+00:00,-3.5734,Trump
2023-08-11 00:00:00+00:00,-2.8493,Trump
2023-08-12 00:00:00+00:00,-2.8273,Trump
2023-08-13 00:00:00+00:00,-2.4693,Trump
2023-08-14 00:00:00+00:00,-3.2645,Trump
2023-08-15 00:00:00+00:00,-5.4867,Trump
2023-08-16 00:00:00+00:00,-3.9581,Trump
2023-08-17 00:00:00+00:00,-3.6638,Trump
2023-08-18 00:00:00+00:00,-3.5593,Trump
2023-08-19 00:00:00+00:00,-3.1679,Trump
2023-08-20 00:00:00+00:00,-2.5519,Trump
2023-08-21 00:00:00+00:00,-2.7799,Trump
2023-08-22 00:00:00+00:00,-3.695,Trump
2023-08-23 00:00:00+00:00,-3.8631,Trump
2023-08-24 00:00:00+00:00,-3.8331,Trump
2023-08-25 00:00:00+00:00,-4.6266,Trump
2023-08-26 00:00:00+00:00,-2.9796,Trump
2023-08-27 00:00:00+00:00,-2.9647,Trump
2023-08-28 00:00:00+00:00,-4.2063,Trump
2023-08-29 00:00:00+00:00,-2.9961,Trump
2023-08-30 00:00:00+00:00,-3.1661,Trump
2023-08-31 00:00:00+00:00,-4.4574,Trump
2023-09-01 00:00:00+00:00,-3.8948,Trump
2023-09-02 00:00:00+00:00,-3.2823,Trump
2023-09-03 00:00:00+00:00,-1.9292,Trump
2023-09-04 00:00:00+00:00,-1.8639,Trump
2023-09-05 00:00:00+00:00,-3.3025,Trump
2023-09-06 00:00:00+00:00,-3.8325,Trump
2023-09-07 00:00:00+00:00,-3.1757,Trump
2023-09-08 00:00:00+00:00,-3.0173,Trump
2023-09-09 00:00:00+00:00,-2.5221,Trump
2023-09-10 00:00:00+00:00,-1.4155,Trump
2023-09-11 00:00:00+00:00,-2.3227,Trump
2023-09-12 00:00:00+00:00,-3.0856,Trump
2023-09-13 00:00:00+00:00,-2.7273,Trump
2023-09-14 00:00:00+00:00,-2.8865,Trump
2023-09-15 00:00:00+00:00,-3.3127,Trump
2023-09-16 00:00:00+00:00,-3.4956,Trump
2023-09-17 00:00:00+00:00,-2.4379,Trump
2023-09-18 00:00:00+00:00,-2.8254,Trump
2023-09-19 00:00:00+00:00,-2.67,Trump
2023-09-20 00:00:00+00:00,-2.9459,Trump
2023-09-21 00:00:00+00:00,-1.8632,Trump
2023-09-22 00:00:00+00:00,-2.3764,Trump
2023-09-23 00:00:00+00:00,-2.4481,Trump
2023-09-24 00:00:00+00:00,-2.1655,Trump
2023-09-25 00:00:00+00:00,-2.7292,Trump
2023-09-26 00:00:00+00:00,-2.7382,Trump
2023-09-27 00:00:00+00:00,-2.8039,Trump
2023-09-28 00:00:00+00:00,-2.9974,Trump
2023-09-29 00:00:00+00:00,-2.8624,Trump
2023-09-30 00:00:00+00:00,-3.0499,Trump
2023-10-01 00:00:00+00:00,-1.8825,Trump
2023-10-02 00:00:00+00:00,-3.3397,Trump
2023-10-03 00:00:00+00:00,-3.1882,Trump
2023-10-04 00:00:00+00:00,-2.5306,Trump
2023-10-05 00:00:00+00:00,-2.6342,Trump
2023-10-06 00:00:00+00:00,-2.3572,Trump
2023-10-07 00:00:00+00:00,-2.7329,Trump
2023-10-08 00:00:00+00:00,-3.03,Trump
2023-10-09 00:00:00+00:00,-2.4687,Trump
2023-10-10 00:00:00+00:00,-2.1906,Trump
2023-10-11 00:00:00+00:00,-2.4256,Trump
2023-10-12 00:00:00+00:00,-2.5457,Trump
2023-10-13 00:00:00+00:00,-2.4895,Trump
2023-10-14 00:00:00+00:00,-2.4259,Trump
2023-10-15 00:00:00+00:00,-1.8194,Trump
2023-10-16 00:00:00+00:00,-3.0961,Trump
2023-10-17 00:00:00+00:00,-3.0291,Trump
2023-10-18 00:00:00+00:00,-2.6857,Trump
2023-10-19 00:00:00+00:00,-3.5068,Trump
2023-10-20 00:00:00+00:00,-4.5339,Trump
2023-10-21 00:00:00+00:00,-3.6538,Trump
2023-10-22 00:00:00+00:00,-2.7593,Trump
2023-10-23 00:00:00+00:00,-1.7832,Trump
2023-10-24 00:00:00+00:00,-3.721,Trump
2023-10-25 00:00:00+00:00,-2.7749,Trump
2023-10-26 00:00:00+00:00,-2.5904,Trump
2023-10-27 00:00:00+00:00,-2.0876,Trump
2023-10-28 00:00:00+00:00,-2.7055,Trump
2023-10-29 00:00:00+00:00,-2.7117,Trump
2023-10-30 00:00:00+00:00,-3.0316,Trump
2023-10-31 00:00:00+00:00,-2.7657,Trump
2023-11-01 00:00:00+00:00,-2.4437,Trump
2023-11-02 00:00:00+00:00,-2.8829,Trump
2023-11-03 00:00:00+00:00,-3.0299,Trump
2023-11-04 00:00:00+00:00,-2.4962,Trump
2023-11-05 00:00:00+00:00,-1.7637,Trump
2023-11-06 00:00:00+00:00,-2.6263,Trump
2023-11-07 00:00:00+00:00,-2.4001,Trump
2023-11-08 00:00:00+00:00,-2.5509,Trump
2023-11-09 00:00:00+00:00,-2.3462,Trump
2023-11-10 00:00:00+00:00,-2.092,Trump
2023-11-11 00:00:00+00:00,-2.2784,Trump
2023-11-12 00:00:00+00:00,-2.5946,Trump
2023-11-13 00:00:00+00:00,-2.1411,Trump
2023-11-14 00:00:00+00:00,-2.5106,Trump
2023-11-15 00:00:00+00:00,-2.9332,Trump
2023-11-16 00:00:00+00:00,-2.7038,Trump
2023-11-17 00:00:00+00:00,-2.6386,Trump
2023-11-18 00:00:00+00:00,-3.0668,Trump
2023-11-19 00:00:00+00:00,-2.4124,Trump
2023-11-20 00:00:00+00:00,-1.4492,Trump
2023-11-21 00:00:00+00:00,-1.8911,Trump
2023-11-22 00:00:00+00:00,-1.7672,Trump
2023-11-23 00:00:00+00:00,-2.0663,Trump
2023-11-24 00:00:00+00:00,-1.9347,Trump
2023-11-25 00:00:00+00:00,-1.405,Trump
2023-11-26 00:00:00+00:00,-1.9089,Trump
2023-11-27 00:00:00+00:00,-1.9361,Trump
2023-11-28 00:00:00+00:00,-1.4444,Trump
2023-11-29 00:00:00+00:00,-1.7549,Trump
2023-11-30 00:00:00+00:00,-2.0435,Trump
2023-12-01 00:00:00+00:00,-2.6748,Trump
2023-12-02 00:00:00+00:00,-3.1996,Trump
2023-12-03 00:00:00+00:00,-2.1208,Trump
2023-12-04 00:00:00+00:00,-2.2328,Trump
2023-12-05 00:00:00+00:00,-2.4426,Trump
2023-12-06 00:00:00+00:00,-2.4894,Trump
2023-12-07 00:00:00+00:00,-3.1474,Trump
2023-12-08 00:00:00+00:00,-3.4024,Trump
2023-12-09 00:00:00+00:00,-2.0646,Trump
2023-12-10 00:00:00+00:00,-2.5811,Trump
2023-12-11 00:00:00+00:00,-3.3462,Trump
2023-12-12 00:00:00+00:00,-2.3892,Trump
2023-12-13 00:00:00+00:00,-2.8426,Trump
2023-12-14 00:00:00+00:00,-2.9964,Trump
2023-12-15 00:00:00+00:00,-3.0649,Trump
2023-12-16 00:00:00+00:00,-3.2254,Trump
2023-12-17 00:00:00+00:00,-2.2267,Trump
2023-12-18 00:00:00+00:00,-2.7728,Trump
2023-12-19 00:00:00+00:00,-2.8472,Trump
2023-12-20 00:00:00+00:00,-2.503,Trump
2023-12-21 00:00:00+00:00,-2.7145,Trump
2023-12-22 00:00:00+00:00,-2.6193,Trump
2023-12-23 00:00:00+00:00,-2.6269,Trump
2023-12-24 00:00:00+00:00,-2.4297,Trump
2023-12-25 00:00:00+00:00,-2.0469,Trump
2023-12-26 00:00:00+00:00,-2.3572,Trump
2023-12-27 00:00:00+00:00,-2.1582,Trump
2023-12-28 00:00:00+00:00,-2.1116,Trump
2023-12-29 00:00:00+00:00,-2.5724,Trump
2023-12-30 00:00:00+00:00,-2.535,Trump
2023-12-31 00:00:00+00:00,-2.2398,Trump
2024-01-01 00:00:00+00:00,-2.0617,Trump
2024-01-02 00:00:00+00:00,-2.4924,Trump
2024-01-03 00:00:00+00:00,-3.5881,Trump
2024-01-04 00:00:00+00:00,-3.3076,Trump
2024-01-05 00:00:00+00:00,-3.1658,Trump
2024-01-06 00:00:00+00:00,-3.2243,Trump
2024-01-07 00:00:00+00:00,-2.9861,Trump
2024-01-08 00:00:00+00:00,-2.951,Trump
2024-01-09 00:00:00+00:00,-3.2682,Trump
2024-01-10 00:00:00+00:00,-2.7127,Trump
2024-01-11 00:00:00+00:00,-2.9202,Trump
2024-01-12 00:00:00+00:00,-2.9103,Trump
2024-01-13 00:00:00+00:00,-3.242,Trump
2024-01-14 00:00:00+00:00,-1.7908,Trump
2024-01-15 00:00:00+00:00,-1.3002,Trump
2024-01-16 00:00:00+00:00,-1.0577,Trump
2024-01-17 00:00:00+00:00,-2.486,Trump
2024-01-18 00:00:00+00:00,-2.4555,Trump
2024-01-19 00:00:00+00:00,-2.1095,Trump
2024-01-20 00:00:00+00:00,-1.7828,Trump
2024-01-21 00:00:00+00:00,-1.4493,Trump
2024-01-22 00:00:00+00:00,-1.4764,Trump
2024-01-23 00:00:00+00:00,-1.3477,Trump
2024-01-24 00:00:00+00:00,-0.7544,Trump
2024-01-25 00:00:00+00:00,-1.9643,Trump
2024-01-26 00:00:00+00:00,-2.862,Trump
2024-01-27 00:00:00+00:00,-3.3016,Trump
2024-01-28 00:00:00+00:00,-2.6298,Trump
2024-01-29 00:00:00+00:00,-3.2676,Trump
2024-01-30 00:00:00+00:00,-2.7835,Trump
2024-01-31 00:00:00+00:00,-2.6394,Trump
2024-02-01 00:00:00+00:00,-2.299,Trump
2024-02-02 00:00:00+00:00,-3.0473,Trump
2024-02-03 00:00:00+00:00,-2.6973,Trump
2024-02-04 00:00:00+00:00,-1.5443,Trump
2024-02-05 00:00:00+00:00,-2.0593,Trump
2024-02-06 00:00:00+00:00,-2.2561,Trump
2024-02-07 00:00:00+00:00,-2.3583,Trump
2024-02-08 00:00:00+00:00,-2.1955,Trump
2024-02-09 00:00:00+00:00,-2.1083,Trump
2024-02-10 00:00:00+00:00,-2.1732,Trump
2024-02-11 00:00:00+00:00,-1.7141,Trump
2024-02-12 00:00:00+00:00,-1.7575,Trump
2024-02-13 00:00:00+00:00,-1.6524,Trump
2024-02-14 00:00:00+00:00,-2.5446,Trump
2024-02-15 00:00:00+00:00,-2.7418,Trump
2024-02-16 00:00:00+00:00,-3.2645,Trump
2024-02-17 00:00:00+00:00,-2.9703,Trump
2024-02-18 00:00:00+00:00,-2.1202,Trump
2024-02-19 00:00:00+00:00,-2.1774,Trump
2024-02-20 00:00:00+00:00,-2.121,Trump
2024-02-21 00:00:00+00:00,-2.4416,Trump
2024-02-22 00:00:00+00:00,-2.3316,Trump
2024-02-23 00:00:00+00:00,-2.1168,Trump
2024-02-24 00:00:00+00:00,-2.0893,Trump
2024-02-25 00:00:00+00:00,-0.8891,Trump
2024-02-26 00:00:00+00:00,-1.9863,Trump
2024-02-27 00:00:00+00:00,-2.2702,Trump
2024-02-28 00:00:00+00:00,-1.8462,Trump
2024-02-29 00:00:00+00:00,-2.5159,Trump
2024-03-01 00:00:00+00:00,-2.3636,Trump
2024-03-02 00:00:00+00:00,-1.8472,Trump
2024-03-03 00:00:00+00:00,-0.5164,Trump
2024-03-04 00:00:00+00:00,-1.3933,Trump
2024-03-05 00:00:00+00:00,-0.967,Trump
2024-03-06 00:00:00+00:00,-0.5947,Trump
2024-03-07 00:00:00+00:00,-1.5374,Trump
2024-03-08 00:00:00+00:00,-2.27,Trump
2024-03-09 00:00:00+00:00,-1.6569,Trump
2024-03-10 00:00:00+00:00,-2.1835,Trump
2024-03-11 00:00:00+00:00,-2.1325,Trump
2024-03-12 00:00:00+00:00,-1.9106,Trump
2024-03-13 00:00:00+00:00,-1.8529,Trump
2024-03-14 00:00:00+00:00,-2.4451,Trump
2024-03-15 00:00:00+00:00,-3.0163,Trump
2024-03-16 00:00:00+00:00,-2.5319,Trump
2024-03-17 00:00:00+00:00,-2.3316,Trump
2024-03-18 00:00:00+00:00,-2.5555,Trump
2024-03-19 00:00:00+00:00,-3.0174,Trump
2024-03-20 00:00:00+00:00,-1.9392,Trump
2024-03-21 00:00:00+00:00,-2.0736,Trump
2024-03-22 00:00:00+00:00,-2.2037,Trump
2024-03-23 00:00:00+00:00,-2.6241,Trump
2024-03-24 00:00:00+00:00,-2.5402,Trump
2024-03-25 00:00:00+00:00,-3.1649,Trump
2024-03-26 00:00:00+00:00,-2.4089,Trump
2024-03-27 00:00:00+00:00,-2.2009,Trump
2024-03-28 00:00:00+00:00,-2.7043,Trump
2024-03-29 00:00:00+00:00,-1.8503,Trump
2024-03-30 00:00:00+00:00,-2.3918,Trump
2024-03-31 00:00:00+00:00,-1.6964,Trump
2024-04-01 00:00:00+00:00,-2.0302,Trump
2024-04-02 00:00:00+00:00,-2.6396,Trump
2024-04-03 00:00:00+00:00,-2.2838,Trump
2024-04-04 00:00:00+00:00,-2.5804,Trump
2024-04-05 00:00:00+00:00,-2.3342,Trump
2024-04-06 00:00:00+00:00,-2.1349,Trump
2024-04-07 00:00:00+00:00,-1.7747,Trump
2024-04-08 00:00:00+00:00,-2.6269,Trump
2024-04-09 00:00:00+00:00,-3.2,Trump
2024-04-10 00:00:00+00:00,-3.2307,Trump
2024-04-11 00:00:00+00:00,-2.6723,Trump
2024-04-12 00:00:00+00:00,-2.5107,Trump
2024-04-13 00:00:00+00:00,-3.0221,Trump
2024-04-14 00:00:00+00:00,-2.95,Trump
2024-04-15 00:00:00+00:00,-3.6537,Trump
2024-04-16 00:00:00+00:00,-3.7071,Trump
2024-04-17 00:00:00+00:00,-3.0635,Trump
2024-04-18 00:00:00+00:00,-2.8297,Trump
2024-04-19 00:00:00+00:00,-3.5263,Trump
2024-04-20 00:00:00+00:00,-2.6161,Trump
2024-04-21 00:00:00+00:00,-1.9569,Trump
2024-04-22 00:00:00+00:00,-3.2784,Trump
2024-04-23 00:00:00+00:00,-3.1721,Trump
2024-04-24 00:00:00+00:00,-2.5035,Trump
2024-04-25 00:00:00+00:00,-3.5688,Trump
2024-04-26 00:00:00+00:00,-3.3185,Trump
2024-04-27 00:00:00+00:00,-3.1313,Trump
2024-04-28 00:00:00+00:00,-2.1942,Trump
2024-04-29 00:00:00+00:00,-2.1698,Trump
2024-04-30 00:00:00+00:00,-3.5142,Trump
2024-05-01 00:00:00+00:00,-3.3917,Trump
2024-05-02 00:00:00+00:00,-3.9208,Trump
2024-05-03 00:00:00+00:00,-3.263,Trump
2024-05-04 00:00:00+00:00,-2.7075,Trump
2024-05-05 00:00:00+00:00,-2.6624,Trump
2024-05-06 00:00:00+00:00,-3.2197,Trump
2024-05-07 00:00:00+00:00,-3.7224,Trump
2024-05-08 00:00:00+00:00,-3.4033,Trump
2024-05-09 00:00:00+00:00,-2.8339,Trump
2024-05-10 00:00:00+00:00,-3.1956,Trump
2024-05-11 00:00:00+00:00,-2.3764,Trump
2024-05-12 00:00:00+00:00,-2.656,Trump
2024-05-13 00:00:00+00:00,-2.8208,Trump
2024-05-14 00:00:00+00:00,-2.7318,Trump
2024-05-15 00:00:00+00:00,-2.1616,Trump
2024-05-16 00:00:00+00:00,-2.5918,Trump
2024-05-17 00:00:00+00:00,-2.4803,Trump
2024-05-18 00:00:00+00:00,-2.1531,Trump
2024-05-19 00:00:00+00:00,-2.1364,Trump
2024-05-20 00:00:00+00:00,-3.1984,Trump
2024-05-21 00:00:00+00:00,-3.445,Trump
2024-05-22 00:00:00+00:00,-2.3915,Trump
2024-05-23 00:00:00+00:00,-1.8897,Trump
2024-05-24 00:00:00+00:00,-2.0221,Trump
2024-05-25 00:00:00+00:00,-2.9424,Trump
2024-05-26 00:00:00+00:00,-1.9047,Trump
2024-05-27 00:00:00+00:00,-1.7601,Trump
2024-05-28 00:00:00+00:00,-3.9626,Trump
2024-05-29 00:00:00+00:00,-3.8576,Trump
2024-05-30 00:00:00+00:00,-4.399,Trump
2024-05-31 00:00:00+00:00,-5.2424,Trump
2024-06-01 00:00:00+00:00,-3.9691,Trump
2024-06-02 00:00:00+00:00,-3.2258,Trump
2024-06-03 00:00:00+00:00,-3.1207,Trump
2024-06-04 00:00:00+00:00,-3.6641,Trump
2024-06-05 00:00:00+00:00,-3.077,Trump
2024-06-06 00:00:00+00:00,-2.9892,Trump
2024-06-07 00:00:00+00:00,-3.0274,Trump
2024-06-08 00:00:00+00:00,-2.5131,Trump
2024-06-09 00:00:00+00:00,-2.5547,Trump
2024-06-10 00:00:00+00:00,-2.5942,Trump
2024-06-11 00:00:00+00:00,-3.6004,Trump
2024-06-12 00:00:00+00:00,-2.3222,Trump
2024-06-13 00:00:00+00:00,-2.2468,Trump
2024-06-14 00:00:00+00:00,-2.2565,Trump
2024-06-15 00:00:00+00:00,-2.2633,Trump
2024-06-16 00:00:00+00:00,-1.9897,Trump
2024-06-17 00:00:00+00:00,-2.1376,Trump
2024-06-18 00:00:00+00:00,-1.9241,Trump
2024-06-19 00:00:00+00:00,-1.9775,Trump
2024-06-20 00:00:00+00:00,-2.2403,Trump
2024-06-21 00:00:00+00:00,-2.5264,Trump
2024-06-22 00:00:00+00:00,-2.1773,Trump
2024-06-23 00:00:00+00:00,-2.3383,Trump
2024-06-24 00:00:00+00:00,-2.773,Trump
2024-06-25 00:00:00+00:00,-3.4301,Trump
2024-06-26 00:00:00+00:00,-2.6144,Trump
2024-06-27 00:00:00+00:00,-2.6473,Trump
2024-06-28 00:00:00+00:00,-3.7586,Trump
2024-06-29 00:00:00+00:00,-2.8212,Trump
2024-06-30 00:00:00+00:00,-2.4302,Trump
2024-07-01 00:00:00+00:00,-2.7728,Trump
2024-07-02 00:00:00+00:00,-3.2819,Trump
2024-07-03 00:00:00+00:00,-2.1853,Trump
2024-07-04 00:00:00+00:00,-1.8071,Trump
2024-07-05 00:00:00+00:00,-1.8129,Trump
2024-07-06 00:00:00+00:00,-2.079,Trump
2024-07-07 00:00:00+00:00,-1.8383,Trump
2024-07-08 00:00:00+00:00,-1.6066,Trump
2024-07-09 00:00:00+00:00,-1.6913,Trump
2024-07-10 00:00:00+00:00,-1.4048,Trump
2024-07-11 00:00:00+00:00,-1.4165,Trump
2024-07-12 00:00:00+00:00,-1.642,Trump
2024-07-13 00:00:00+00:00,-1.4805,Trump
2024-07-14 00:00:00+00:00,-4.0817,Trump
2024-07-15 00:00:00+00:00,-2.6747,Trump
2024-07-16 00:00:00+00:00,-2.1244,Trump
2024-07-17 00:00:00+00:00,-2.1718,Trump
2024-07-18 00:00:00+00:00,-1.8083,Trump
2024-07-19 00:00:00+00:00,-1.3892,Trump
2024-07-20 00:00:00+00:00,-1.6284,Trump
2024-07-21 00:00:00+00:00,-0.9281,Trump
2024-07-22 00:00:00+00:00,-0.3437,Trump
2024-07-23 00:00:00+00:00,-1.2501,Trump
2024-07-24 00:00:00+00:00,-1.7958,Trump
2024-07-25 00:00:00+00:00,-1.6699,Trump
2024-07-26 00:00:00+00:00,-1.6949,Trump
2024-07-27 00:00:00+00:00,-2.0045,Trump
2024-07-28 00:00:00+00:00,-1.4716,Trump
2024-07-29 00:00:00+00:00,-1.9976,Trump
2024-07-30 00:00:00+00:00,-1.8133,Trump
2024-07-31 00:00:00+00:00,-1.8807,Trump
2024-08-01 00:00:00+00:00,-2.2936,Trump
2024-08-02 00:00:00+00:00,-1.7497,Trump
2024-08-03 00:00:00+00:00,-1.8396,Trump
2024-08-04 00:00:00+00:00,-1.9102,Trump
2024-08-05 00:00:00+00:00,-1.9636,Trump
2024-08-06 00:00:00+00:00,-1.8167,Trump
2024-08-07 00:00:00+00:00,-1.4063,Trump
2024-08-08 00:00:00+00:00,-1.8674,Trump
2024-08-09 00:00:00+00:00,-2.2452,Trump
2024-08-10 00:00:00+00:00,-2.0544,Trump
2024-08-11 00:00:00+00:00,-2.1449,Trump
2024-08-12 00:00:00+00:00,-1.9776,Trump
2024-08-13 00:00:00+00:00,-2.4866,Trump
2024-08-14 00:00:00+00:00,-1.8648,Trump
2024-08-15 00:00:00+00:00,-1.7494,Trump
2024-08-16 00:00:00+00:00,-1.6622,Trump
2024-08-17 00:00:00+00:00,-1.3265,Trump
2024-08-18 00:00:00+00:00,-1.1257,Trump
2024-08-19 00:00:00+00:00,-0.9954,Trump
2024-08-20 00:00:00+00:00,-0.9065,Trump
2024-08-21 00:00:00+00:00,-0.7845,Trump
2024-08-22 00:00:00+00:00,-0.8956,Trump
2024-08-23 00:00:00+00:00,-1.309,Trump
2024-08-24 00:00:00+00:00,-1.2943,Trump
2024-08-25 00:00:00+00:00,-1.4854,Trump
2024-08-26 00:00:00+00:00,-1.729,Trump
2024-08-27 00:00:00+00:00,-2.2403,Trump
2024-08-28 00:00:00+00:00,-2.6427,Trump
2024-08-29 00:00:00+00:00,-1.8872,Trump
2024-08-30 00:00:00+00:00,-1.8801,Trump
2024-08-31 00:00:00+00:00,-2.4661,Trump
2024-09-01 00:00:00+00:00,-1.4517,Trump
2024-09-02 00:00:00+00:00,-1.6322,Trump
2024-09-03 00:00:00+00:00,-1.9119,Trump
2024-09-04 00:00:00+00:00,-2.6428,Trump
2024-09-05 00:00:00+00:00,-2.7625,Trump
2024-09-06 00:00:00+00:00,-2.6704,Trump
2024-09-07 00:00:00+00:00,-2.1583,Trump
2024-09-08 00:00:00+00:00,-1.8268,Trump
2024-09-09 00:00:00+00:00,-2.2171,Trump
2024-09-10 00:00:00+00:00,-2.4011,Trump
2024-09-11 00:00:00+00:00,-2.8349,Trump
2024-09-12 00:00:00+00:00,-2.1824,Trump
2024-09-13 00:00:00+00:00,-2.8458,Trump
2024-09-14 00:00:00+00:00,-2.4349,Trump
2024-09-15 00:00:00+00:00,-1.9187,Trump
2024-09-16 00:00:00+00:00,-2.8375,Trump
2024-09-17 00:00:00+00:00,-3.103,Trump
2024-09-18 00:00:00+00:00,-2.1068,Trump
2024-09-19 00:00:00+00:00,-2.1513,Trump
2024-09-20 00:00:00+00:00,-2.1483,Trump
2024-09-21 00:00:00+00:00,-2.1835,Trump
2024-09-22 00:00:00+00:00,-1.5577,Trump
2024-09-23 00:00:00+00:00,-1.9514,Trump
2024-09-24 00:00:00+00:00,-2.1984,Trump
2024-09-25 00:00:00+00:00,-2.7918,Trump
2024-09-26 00:00:00+00:00,-2.2846,Trump
2024-09-27 00:00:00+00:00,-2.2308,Trump
2024-09-28 00:00:00+00:00,-2.5638,Trump
2024-09-29 00:00:00+00:00,-1.7561,Trump
2024-09-30 00:00:00+00:00,-3.1996,Trump
2024-10-01 00:00:00+00:00,-2.2125,Trump
2024-10-02 00:00:00+00:00,-3.1263,Trump
